old_path,new_path,title,category,subcategory,kind,status,confidence
advanced-features/BRClient.exe.md,00-configuration/client-server/BRClient.exe.md,BRClient.exe,00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/BRConfig.sys_Tutorial.md,00-configuration/config-directives/BRConfig.sys_Tutorial.md,BRConfig.sys_Tutorial,00-configuration,00-configuration/config-directives,tutorial,pruned-2b,med
advanced-features/Brconvert.dll.md,00-configuration/installation-tooling/spec.md,Brconvert.dll,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Break_(Config).md,00-configuration/config-directives/Break_(Config).md,Break_(Config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/BRODBC32.dll.md,00-configuration/installation-tooling/spec.md,BRODBC32.dll,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/BRServer_(client_server).md,00-configuration/client-server/BRServer_(client_server).md,BRServer_(client_server),00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/BRServer_(config).md,00-configuration/client-server/BRServer_(config).md,BRServer_(config),00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/Built-In_Text_Editor.md,00-configuration/config-directives/Built-In_Text_Editor.md,Built-In_Text_Editor,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Business_Rules!.md,90-reference/glossary-stubs/Business_Rules!.md,Business_Rules!,90-reference,90-reference/glossary-stubs,concept,ok,med
advanced-features/Business_Rules_Group_Conference.md,90-reference/glossary-stubs/Business_Rules_Group_Conference.md,Business_Rules_Group_Conference,90-reference,90-reference/glossary-stubs,concept,ok,med
advanced-features/C__Windows_System32.md,00-configuration/platform/spec.md,C__Windows_System32,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/C_wb32.exe.md,00-configuration/platform/spec.md,C_wb32.exe,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/C_Windows.md,00-configuration/platform/spec.md,C_Windows,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/C_Windows_System32.md,00-configuration/platform/spec.md,C_Windows_System32,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/C_Windows_SysWow64.md,00-configuration/platform/spec.md,C_Windows_SysWow64,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/CHAINDFLT.md,00-configuration/config-directives/CHAINDFLT.md,CHAINDFLT,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/CheckSerial.exe.md,00-configuration/installation-tooling/spec.md,CheckSerial.exe,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Client_Current_Dir.md,00-configuration/environment/spec.md,Client_Current_Dir,00-configuration,00-configuration/environment,config-directive,pruned-2b,med
advanced-features/Client_Server_Reconnect.md,00-configuration/client-server/Client_Server_Reconnect.md,Client_Server_Reconnect,00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/COLLATE_ALTERNATE.md,00-configuration/config-directives/COLLATE_ALTERNATE.md,COLLATE_ALTERNATE,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Com.md,30-io-file/serial-comm/spec.md,Com,30-io-file,30-io-file/serial-comm,config-directive,pruned-2b,high
advanced-features/Common_Categories.md,90-reference/glossary-stubs/Common_Categories.md,Common_Categories,90-reference,90-reference/glossary-stubs,concept,ok,med
advanced-features/CONFIG.md,00-configuration/config-directives/CONFIG.md,CONFIG,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Config_for_Beginners.md,00-configuration/config-directives/Config_for_Beginners.md,Config_for_Beginners,00-configuration,00-configuration/config-directives,tutorial,pruned-2b,med
advanced-features/CONSOLE.md,00-configuration/config-directives/CONSOLE.md,CONSOLE,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Couldn't_find_BRLISTENER.exe_in_the_specified_(or_SYSTEM)_directory.md,00-configuration/client-server/Couldn't_find_BRLISTENER.exe_in_the_specified_(or_SYSTEM)_directory.md,Couldn't_find_BRLISTENER.exe_in_the_specified_(or_SYSTEM)_directory,00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/Couldn't_open_wbserver.md,00-configuration/client-server/Couldn't_open_wbserver.md,Couldn't_open_wbserver,00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/CURL.md,00-configuration/installation-tooling/spec.md,CURL,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/DATABASE.md,00-configuration/config-directives/DATABASE.md,DATABASE,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Decimal_(Config).md,00-configuration/config-directives/Decimal_(Config).md,Decimal_(Config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Decrypt$.md,10-language/data-manipulation/system-functions/spec.md,Decrypt$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
advanced-features/DIMONLY.md,10-language/data-manipulation/declaration/spec.md,DIMONLY,10-language,10-language/data-manipulation/declaration,statement,pruned-2b,med
advanced-features/Dll.md,00-configuration/config-directives/Dll.md,Dll,00-configuration,00-configuration/config-directives,config-directive,ok,low
advanced-features/Dll_Distr.md,00-configuration/config-directives/Dll_Distr.md,Dll_Distr,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Dotnetfx20.exe.md,00-configuration/installation-tooling/spec.md,Dotnetfx20.exe,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Dotnetfx35.exe.md,00-configuration/installation-tooling/spec.md,Dotnetfx35.exe,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Double_Click_Project.md,00-configuration/config-directives/Double_Click_Project.md,Double_Click_Project,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/DRIVE.md,00-configuration/config-directives/spec.md,DRIVE,00-configuration,00-configuration/config-directives,config-directive,folded-2b,med
advanced-features/DT.md,30-io-file/form-spec/spec.md,DT,30-io-file,30-io-file/form-spec,statement,pruned-2b,med
advanced-features/EDIT.md,00-configuration/config-directives/EDIT.md,EDIT,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/EDITOR.md,00-configuration/config-directives/EDITOR.md,EDITOR,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Encrypt$.md,10-language/data-manipulation/system-functions/spec.md,Encrypt$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
advanced-features/Encryption.md,10-language/data-manipulation/system-functions/Encryption.md,Encryption,10-language,10-language/data-manipulation/system-functions,function,ok,high
advanced-features/Executable_version.md,00-configuration/platform/spec.md,Executable_version,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/Execute_(Config).md,00-configuration/config-directives/Execute_(Config).md,Execute_(Config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Executive_Commands.md,00-configuration/config-directives/Executive_Commands.md,Executive_Commands,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Expressions.md,10-language/data-manipulation/expressions/spec.md,Expressions,10-language,10-language/data-manipulation/expressions,statement,pruned-2b,high
advanced-features/External_Editor.md,00-configuration/config-directives/External_Editor.md,External_Editor,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/FieldBreak_Min_Spaces.md,00-configuration/config-directives/FieldBreak_Min_Spaces.md,FieldBreak_Min_Spaces,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Filter_Delimiters.md,00-configuration/config-directives/Filter_Delimiters.md,Filter_Delimiters,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Font_(Config).md,00-configuration/config-directives/Font_(Config).md,Font_(Config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/FORCE_VISIBILITY.md,00-configuration/config-directives/FORCE_VISIBILITY.md,FORCE_VISIBILITY,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Ftp.BRulesCorp.com.md,00-configuration/config-directives/Ftp.BRulesCorp.com.md,Ftp.BRulesCorp.com,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/HTTP=CLIENT.md,60-integration/web/HTTP=CLIENT.md,HTTP=CLIENT,00-configuration,60-integration/web,config-directive,moved-2b,high
advanced-features/Include.md,00-configuration/config-directives/Include.md,Include,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/INDENT.md,00-configuration/config-directives/INDENT.md,INDENT,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/INIT.md,00-configuration/config-directives/INIT.md,INIT,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/INNO_Setup.md,00-configuration/installation-tooling/spec.md,INNO_Setup,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Insert_(Config).md,00-configuration/config-directives/Insert_(Config).md,Insert_(Config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Installing_Lexi.md,00-configuration/installation-tooling/spec.md,Installing_Lexi,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Json.md,60-integration/json-datastore/Json.md,Json,60-integration,60-integration/json-datastore,config-directive,ok,low
advanced-features/Keepalive.md,00-configuration/client-server/Keepalive.md,Keepalive,00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/KEYBOARD.md,00-configuration/config-directives/KEYBOARD.md,KEYBOARD,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Labels.md,10-language/syntax/spec.md,Labels,10-language,10-language/syntax,statement,pruned-2b,high
advanced-features/Linux.md,00-configuration/platform/spec.md,Linux,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/LOGGING.md,00-configuration/config-directives/LOGGING.md,LOGGING,00-configuration,00-configuration/config-directives,config-directive,ok,low
advanced-features/MAC.md,00-configuration/platform/spec.md,MAC,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
advanced-features/Main_Page.md,90-reference/glossary-stubs/Main_Page.md,Main_Page,90-reference,90-reference/glossary-stubs,concept,ok,med
advanced-features/MAXRECALL.md,00-configuration/config-directives/MAXRECALL.md,MAXRECALL,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Mixed.md,00-configuration/config-directives/Mixed.md,Mixed,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/NSIS_Setup.md,00-configuration/installation-tooling/spec.md,NSIS_Setup,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Object.md,00-configuration/config-directives/Object.md,Object,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Object_code.md,00-configuration/config-directives/Object_code.md,Object_code,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/ODBC.md,00-configuration/installation-tooling/ODBC.md,ODBC,00-configuration,00-configuration/installation-tooling,config-directive,ok,med
advanced-features/ODBC_registration_problem.md,00-configuration/installation-tooling/spec.md,ODBC_registration_problem,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/OPTION_33_mismatch_using_wbserver.dat.md,00-configuration/client-server/OPTION_33_mismatch_using_wbserver.dat.md,OPTION_33_mismatch_using_wbserver.dat,00-configuration,00-configuration/client-server,config-directive,pruned-2b,high
advanced-features/PARITY.md,30-io-file/serial-comm/spec.md,PARITY,30-io-file,30-io-file/serial-comm,config-directive,pruned-2b,high
advanced-features/PDFLIB.DLL.md,00-configuration/installation-tooling/spec.md,PDFLIB.DLL,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Pdflib4-x64.dll.md,00-configuration/installation-tooling/spec.md,Pdflib4-x64.dll,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/PEM_File.md,00-configuration/installation-tooling/spec.md,PEM_File,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Pemnet.dll.md,00-configuration/installation-tooling/spec.md,Pemnet.dll,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Picture_(Config).md,00-configuration/config-directives/Picture_(Config).md,Picture_(Config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Printlocks.exe.md,00-configuration/installation-tooling/spec.md,Printlocks.exe,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Profiler.md,00-configuration/installation-tooling/spec.md,Profiler,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Profiler_File_Layout.md,00-configuration/installation-tooling/Profiler_File_Layout.md,Profiler_File_Layout,00-configuration,00-configuration/installation-tooling,config-directive,ok,med
"advanced-features/Properties,_Events,_and_Methods_(PEM)_and_.NET_controls.md","20-io-screen/controls/Properties,_Events,_and_Methods_(PEM)_and_.NET_controls.md","Properties,_Events,_and_Methods_(PEM)_and_.NET_controls",20-io-screen,20-io-screen/controls,control,moved-2b,low
advanced-features/RD.md,00-configuration/config-directives/RD.md,RD,00-configuration,00-configuration/config-directives,config-directive,ok,low
advanced-features/READY_mode.md,00-configuration/config-directives/READY_mode.md,READY_mode,00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Regclean.exe.md,00-configuration/installation-tooling/spec.md,Regclean.exe,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/REGCLEAN.md,00-configuration/installation-tooling/spec.md,REGCLEAN,00-configuration,00-configuration/installation-tooling,config-directive,pruned-2b,med
advanced-features/Rem_(config).md,00-configuration/config-directives/Rem_(config).md,Rem_(config),00-configuration,00-configuration/config-directives,config-directive,pruned-2b,low
advanced-features/Round_Table_Webinar.md,90-reference/glossary-stubs/Round_Table_Webinar.md,Round_Table_Webinar,90-reference,90-reference/glossary-stubs,concept,ok,med
advanced-features/Round_Table_Webinar_Notes_-_June_2008.md,90-reference/glossary-stubs/Round_Table_Webinar_Notes_-_June_2008.md,Round_Table_Webinar_Notes_-_June_2008,90-reference,90-reference/glossary-stubs,concept,ok,med
advanced-features/SCO_Openserver.md,00-configuration/platform/spec.md,SCO_Openserver,00-configuration,00-configuration/platform,config-directive,pruned-2b,med
commands/.BAK.md,30-io-file/file-model/spec.md,.BAK,30-io-file,30-io-file/file-model,statement,pruned-2b,high
commands/3.14159265358979.md,90-reference/limits-constants/3.14159265358979.md,3.14159265358979,90-reference,90-reference/limits-constants,constant,ok,high
commands/ABS.md,10-language/data-manipulation/system-functions/spec.md,ABS,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/AIDX.md,10-language/data-manipulation/system-functions/spec.md,AIDX,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/AND.md,10-language/data-manipulation/expressions/spec.md,AND,10-language,10-language/data-manipulation/expressions,statement,pruned-2b,high
commands/ATN.md,10-language/data-manipulation/system-functions/spec.md,ATN,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/BELL.md,70-commands/information/BELL.md,BELL,70-commands,70-commands/information,command,pruned-2b,high
commands/CEIL.md,10-language/data-manipulation/system-functions/spec.md,CEIL,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/CFORM$.md,10-language/data-manipulation/system-functions/CFORM$.md,CFORM$,10-language,10-language/data-manipulation/system-functions,function,ok,high
commands/CHR$.md,10-language/data-manipulation/system-functions/spec.md,CHR$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/CMDKEY.md,20-io-screen/windows-cursor/CMDKEY.md,CMDKEY,20-io-screen,20-io-screen/windows-cursor,statement,ok,high
commands/CNT.md,10-language/data-manipulation/system-functions/spec.md,CNT,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/CNVRT$.md,10-language/data-manipulation/system-functions/spec.md,CNVRT$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/CODE.md,10-language/data-manipulation/system-functions/spec.md,CODE,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Command_Console.md,70-commands/information/Command_Console.md,Command_Console,70-commands,70-commands/information,command,pruned-2b,high
commands/Command_line.md,70-commands/information/Command_line.md,Command_line,70-commands,70-commands/information,command,pruned-2b,high
commands/Ctrl+.md,90-reference/keyboard-shortcuts/Ctrl+.md,Ctrl+,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/Ctrl+A.md,90-reference/keyboard-shortcuts/Ctrl+A.md,Ctrl+A,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/Ctrl+Right_Bracket.md,90-reference/keyboard-shortcuts/Ctrl+Right_Bracket.md,Ctrl+Right_Bracket,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/Ctrl+Shift+Tab.md,90-reference/keyboard-shortcuts/Ctrl+Shift+Tab.md,Ctrl+Shift+Tab,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/Ctrl+Tab.md,90-reference/keyboard-shortcuts/Ctrl+Tab.md,Ctrl+Tab,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/Ctrl+Y.md,90-reference/keyboard-shortcuts/Ctrl+Y.md,Ctrl+Y,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/Ctrl-A.md,90-reference/keyboard-shortcuts/Ctrl-A.md,Ctrl-A,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/CURTAB.md,10-language/data-manipulation/system-functions/spec.md,CURTAB,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/DATE$.md,10-language/data-manipulation/system-functions/DATE$.md,DATE$,10-language,10-language/data-manipulation/system-functions,function,ok,high
commands/DATE.md,10-language/data-manipulation/system-functions/spec.md,DATE,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Date_(Command).md,70-commands/information/Date_(Command).md,Date_(Command),70-commands,70-commands/information,command,pruned-2b,high
commands/DATE_(Internal_Function).md,10-language/data-manipulation/system-functions/DATE_(Internal_Function).md,DATE_(Internal_Function),10-language,10-language/data-manipulation/system-functions,function,ok,high
commands/DAYS.md,10-language/data-manipulation/system-functions/DAYS.md,DAYS,10-language,10-language/data-manipulation/system-functions,function,ok,high
commands/DEBUG_STR.md,70-commands/information/DEBUG_STR.md,DEBUG_STR,70-commands,70-commands/information,command,pruned-2b,high
commands/DIDX.md,10-language/data-manipulation/system-functions/spec.md,DIDX,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Dir_option.md,70-commands/file-directory/Dir_option.md,Dir_option,70-commands,70-commands/file-directory,command,pruned-2b,high
commands/Directory_Management_Commands.md,70-commands/file-directory/Directory_Management_Commands.md,Directory_Management_Commands,70-commands,70-commands/file-directory,command,pruned-2b,high
commands/Display_(Command).md,70-commands/information/Display_(Command).md,Display_(Command),70-commands,70-commands/information,command,pruned-2b,high
commands/Drop_options.md,70-commands/file-directory/Drop_options.md,Drop_options,70-commands,70-commands/file-directory,command,pruned-2b,high
commands/Editing_Commands.md,70-commands/editing/Editing_Commands.md,Editing_Commands,70-commands,70-commands/editing,command,pruned-2b,high
commands/ENV$.md,10-language/data-manipulation/system-functions/ENV$.md,ENV$,10-language,10-language/data-manipulation/system-functions,function,ok,high
commands/ERR.md,10-language/data-manipulation/system-functions/spec.md,ERR,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/EXECUTE.md,70-commands/program-management/EXECUTE.md,EXECUTE,70-commands,70-commands/program-management,command,pruned-2b,high
commands/EXISTS.md,10-language/data-manipulation/system-functions/spec.md,EXISTS,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/EXP.md,10-language/data-manipulation/system-functions/spec.md,EXP,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/FILE_(internal_function).md,10-language/data-manipulation/system-functions/spec.md,FILE_(internal_function),10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/FILENUM.md,10-language/data-manipulation/system-functions/spec.md,FILENUM,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/FP.md,10-language/data-manipulation/system-functions/spec.md,FP,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Free_option.md,70-commands/file-directory/Free_option.md,Free_option,70-commands,70-commands/file-directory,command,pruned-2b,high
commands/FREESP.md,10-language/data-manipulation/system-functions/spec.md,FREESP,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/GO.md,70-commands/program-management/GO.md,GO,70-commands,70-commands/program-management,command,pruned-2b,high
commands/Go_End.md,70-commands/program-management/Go_End.md,Go_End,70-commands,70-commands/program-management,command,pruned-2b,high
commands/HELP$.md,10-language/data-manipulation/system-functions/spec.md,HELP$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Help_Key.md,90-reference/keyboard-shortcuts/Help_Key.md,Help_Key,90-reference,90-reference/keyboard-shortcuts,shortcut,ok,high
commands/HEX$.md,10-language/data-manipulation/system-functions/spec.md,HEX$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Increment.md,70-commands/information/Increment.md,Increment,70-commands,70-commands/information,command,pruned-2b,high
commands/INF.md,10-language/data-manipulation/system-functions/spec.md,INF,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/Information_Commands.md,70-commands/information/Information_Commands.md,Information_Commands,70-commands,70-commands/information,command,pruned-2b,high
commands/INT.md,10-language/data-manipulation/system-functions/spec.md,INT,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/IP.md,10-language/data-manipulation/system-functions/spec.md,IP,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/KPS.md,10-language/data-manipulation/system-functions/spec.md,KPS,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/KSTAT$.md,10-language/data-manipulation/system-functions/spec.md,KSTAT$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LEN.md,10-language/data-manipulation/system-functions/spec.md,LEN,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LINE.md,10-language/data-manipulation/system-functions/spec.md,LINE,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LINES.md,10-language/data-manipulation/system-functions/spec.md,LINES,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LINESPP.md,10-language/data-manipulation/system-functions/spec.md,LINESPP,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LIST.md,70-commands/program-management/LIST.md,LIST,70-commands,70-commands/program-management,command,pruned-2b,high
commands/LOAD.md,70-commands/program-management/LOAD.md,LOAD,70-commands,70-commands/program-management,command,pruned-2b,high
commands/LOG.md,10-language/data-manipulation/system-functions/spec.md,LOG,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LOGIN_NAME$.md,10-language/data-manipulation/system-functions/spec.md,LOGIN_NAME$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LPAD$.md,10-language/data-manipulation/system-functions/spec.md,LPAD$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LTRM$.md,10-language/data-manipulation/system-functions/spec.md,LTRM$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/LWRC$.md,10-language/data-manipulation/system-functions/spec.md,LWRC$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/MAX$.md,10-language/data-manipulation/system-functions/spec.md,MAX$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/MAX.md,10-language/data-manipulation/system-functions/spec.md,MAX,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/MERGE.md,70-commands/program-management/MERGE.md,MERGE,70-commands,70-commands/program-management,command,pruned-2b,high
commands/MIN$.md,10-language/data-manipulation/system-functions/spec.md,MIN$,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/MIN.md,10-language/data-manipulation/system-functions/spec.md,MIN,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
commands/MOD.md,10-language/data-manipulation/system-functions/spec.md,MOD,10-language,10-language/data-manipulation/system-functions,function,pruned-2b,high
